# [검증 필요-가상코드] 모든 erp_code 는 실 ERP 코드가 아닌 PoC 가상 코드다. 운영 전환 전 ERP 마스터 추출로 교체 필수.
# [검증 필요] 세부항목 ERP 코드화 여부 미확정. erp_detail_codeable=N 이면 ERP 등록은 중공종 코드까지만 전송 + 세부는 detail_text 필드로.
jha_detail_item_id,erp_detail_code,detail_item_norm,jha_sub_type_id,erp_sub_code,sub_type_norm,jha_major_type_id,erp_major_code,row_count,erp_detail_codeable,map_status,note
DT0335,HBC-DT-0335,우레탄 1차 도포,SB054,HBC-SB-054,노출 우레탄 방수,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0336,HBC-DT-0336,우레탄 2차 도포,SB054,HBC-SB-054,노출 우레탄 방수,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0337,HBC-DT-0337,작업 후 정리,SB054,HBC-SB-054,노출 우레탄 방수,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0338,HBC-DT-0338,자재하역 / 야적,SB055,HBC-SB-055,침투식 액체 방수,MJ008,HBC-MJ-008,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0339,HBC-DT-0339,면정리 및 바탕청소,SB055,HBC-SB-055,침투식 액체 방수,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0340,HBC-DT-0340,자재 배합,SB055,HBC-SB-055,침투식 액체 방수,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0341,HBC-DT-0341,침투성방수 1차,SB055,HBC-SB-055,침투식 액체 방수,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0342,HBC-DT-0342,침투성방수 2차,SB055,HBC-SB-055,침투식 액체 방수,MJ008,HBC-MJ-008,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0343,HBC-DT-0343,작업완료 및 주변정리정돈,SB055,HBC-SB-055,침투식 액체 방수,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0344,HBC-DT-0344,작업 준비,SB056,HBC-SB-056,주차장 에폭시 방수,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0345,HBC-DT-0345,그라인더 작업 및 프라이머 도포,SB056,HBC-SB-056,주차장 에폭시 방수,MJ008,HBC-MJ-008,6,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0346,HBC-DT-0346,퍼티작업,SB056,HBC-SB-056,주차장 에폭시 방수,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0347,HBC-DT-0347,"1, 2차 도포",SB056,HBC-SB-056,주차장 에폭시 방수,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0348,HBC-DT-0348,작업정리,SB056,HBC-SB-056,주차장 에폭시 방수,MJ008,HBC-MJ-008,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0349,HBC-DT-0349,자재하역 / 야적,SB057,HBC-SB-057,아스팔트 방수,MJ008,HBC-MJ-008,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0350,HBC-DT-0350,면처리 및 청소,SB057,HBC-SB-057,아스팔트 방수,MJ008,HBC-MJ-008,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0351,HBC-DT-0351,아스팔트 용융가마 설치,SB057,HBC-SB-057,아스팔트 방수,MJ008,HBC-MJ-008,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0352,HBC-DT-0352,프라이머 도포,SB057,HBC-SB-057,아스팔트 방수,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0353,HBC-DT-0353,조인트 보강,SB057,HBC-SB-057,아스팔트 방수,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0354,HBC-DT-0354,코너 보강,SB057,HBC-SB-057,아스팔트 방수,MJ008,HBC-MJ-008,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0355,HBC-DT-0355,시트/부직포 깔기,SB057,HBC-SB-057,아스팔트 방수,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0356,HBC-DT-0356,아스팔트 씰 도포,SB057,HBC-SB-057,아스팔트 방수,MJ008,HBC-MJ-008,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0357,HBC-DT-0357,작업완료 및 정리정돈,SB057,HBC-SB-057,아스팔트 방수,MJ008,HBC-MJ-008,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0358,HBC-DT-0358,작업준비,SB058,HBC-SB-058,크랙 보수,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0359,HBC-DT-0359,작업발판 설치,SB058,HBC-SB-058,크랙 보수,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0360,HBC-DT-0360,균열부 커팅 및 천공,SB058,HBC-SB-058,크랙 보수,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0361,HBC-DT-0361,"에폭시 및 우레탄 주입, 현장 정리정돈",SB058,HBC-SB-058,크랙 보수,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0362,HBC-DT-0362,자재 하역 / 운반,SB059,HBC-SB-059,타일,MJ008,HBC-MJ-008,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0363,HBC-DT-0363,바닥 몰탈 시공,SB059,HBC-SB-059,타일,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0364,HBC-DT-0364,바닥정리 / 먹메김,SB059,HBC-SB-059,타일,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0365,HBC-DT-0365,벽/바닥 타일 붙이기,SB059,HBC-SB-059,타일,MJ008,HBC-MJ-008,7,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0366,HBC-DT-0366,작업 종료,SB059,HBC-SB-059,타일,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0367,HBC-DT-0367,작업준비,SB060,HBC-SB-060,견출,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0368,HBC-DT-0368,외부 작업,SB060,HBC-SB-060,견출,MJ008,HBC-MJ-008,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0369,HBC-DT-0369,그라인딩,SB060,HBC-SB-060,견출,MJ008,HBC-MJ-008,8,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0370,HBC-DT-0370,조인트 몰탈,SB060,HBC-SB-060,견출,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0371,HBC-DT-0371,올 패이스트 면 처리,SB060,HBC-SB-060,견출,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0372,HBC-DT-0372,작업종료,SB060,HBC-SB-060,견출,MJ008,HBC-MJ-008,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0373,HBC-DT-0373,작업준비,SB061,HBC-SB-061,그라인딩,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0374,HBC-DT-0374,그라인딩,SB061,HBC-SB-061,그라인딩,MJ008,HBC-MJ-008,5,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0375,HBC-DT-0375,작업 종료,SB061,HBC-SB-061,그라인딩,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0376,HBC-DT-0376,자재반입,SB062,HBC-SB-062,방바닥 미장,MJ008,HBC-MJ-008,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0377,HBC-DT-0377,싸이로 믹싱작업,SB062,HBC-SB-062,방바닥 미장,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0378,HBC-DT-0378,배관 설치,SB062,HBC-SB-062,방바닥 미장,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0379,HBC-DT-0379,밀대 수평작업,SB062,HBC-SB-062,방바닥 미장,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0380,HBC-DT-0380,쇠흙손 마감작업,SB062,HBC-SB-062,방바닥 미장,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0381,HBC-DT-0381,작업완료,SB062,HBC-SB-062,방바닥 미장,MJ008,HBC-MJ-008,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0382,HBC-DT-0382,작업준비 및 자재반입,SB063,HBC-SB-063,미장,MJ008,HBC-MJ-008,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0383,HBC-DT-0383,작업 중,SB063,HBC-SB-063,미장,MJ008,HBC-MJ-008,16,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0384,HBC-DT-0384,정리정돈,SB063,HBC-SB-063,미장,MJ008,HBC-MJ-008,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0385,HBC-DT-0385,석재 자재반입,SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0386,HBC-DT-0386,"자재 하역, 적재",SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0387,HBC-DT-0387,트러스 제작,SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0388,HBC-DT-0388,트러스 설치,SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0389,HBC-DT-0389,윈치설치/비계보강,SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0390,HBC-DT-0390,석재가공(절단),SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0391,HBC-DT-0391,석재 가공(핀 천공),SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0392,HBC-DT-0392,석재 운반대차 소운반,SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0393,HBC-DT-0393,석재 양중,SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0394,HBC-DT-0394,"비계상부 적재, 운반",SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0395,HBC-DT-0395,석재 고정,SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0396,HBC-DT-0396,"코킹 작업, 테이프 제거, 작업종료",SB064,HBC-SB-064,석공사 벽체,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0397,HBC-DT-0397,석재 자재반입,SB065,HBC-SB-065,석공사 바닥,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0398,HBC-DT-0398,"자재 하역, 적재",SB065,HBC-SB-065,석공사 바닥,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0399,HBC-DT-0399,석재 운반대차 소운반,SB065,HBC-SB-065,석공사 바닥,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0400,HBC-DT-0400,인력운반,SB065,HBC-SB-065,석공사 바닥,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0401,HBC-DT-0401,바닥 몰탈 작업,SB065,HBC-SB-065,석공사 바닥,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0402,HBC-DT-0402,석재 가공,SB065,HBC-SB-065,석공사 바닥,MJ009,HBC-MJ-009,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0403,HBC-DT-0403,석재 설치,SB065,HBC-SB-065,석공사 바닥,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0404,HBC-DT-0404,"코킹작업, 테이프 제거, 작업종료",SB065,HBC-SB-065,석공사 바닥,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0405,HBC-DT-0405,자재 반입,SB066,HBC-SB-066,경량 천정 틀,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0406,HBC-DT-0406,자재야적 / 소운반,SB066,HBC-SB-066,경량 천정 틀,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0407,HBC-DT-0407,BT비계 설치,SB066,HBC-SB-066,경량 천정 틀,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0408,HBC-DT-0408,천정틀 설치,SB066,HBC-SB-066,경량 천정 틀,MJ009,HBC-MJ-009,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0409,HBC-DT-0409,마감판 취부,SB066,HBC-SB-066,경량 천정 틀,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0410,HBC-DT-0410,자재운반,SB067,HBC-SB-067,석고보드 붙이기,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0411,HBC-DT-0411,작업준비 공도구 점검,SB067,HBC-SB-067,석고보드 붙이기,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0412,HBC-DT-0412,단열재 시공,SB067,HBC-SB-067,석고보드 붙이기,MJ009,HBC-MJ-009,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0413,HBC-DT-0413,석고 믹싱작업,SB067,HBC-SB-067,석고보드 붙이기,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0414,HBC-DT-0414,석고본드 부착,SB067,HBC-SB-067,석고보드 붙이기,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0415,HBC-DT-0415,석고보드 취부,SB067,HBC-SB-067,석고보드 붙이기,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0416,HBC-DT-0416,정리정돈,SB067,HBC-SB-067,석고보드 붙이기,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0417,HBC-DT-0417,자재반입,SB068,HBC-SB-068,DRY WALL,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0418,HBC-DT-0418,자재야적 / 소운반,SB068,HBC-SB-068,DRY WALL,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0419,HBC-DT-0419,먹작업,SB068,HBC-SB-068,DRY WALL,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0420,HBC-DT-0420,"상, 하부 RUNNER 설치 작업",SB068,HBC-SB-068,DRY WALL,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0421,HBC-DT-0421,STUD 설치,SB068,HBC-SB-068,DRY WALL,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0422,HBC-DT-0422,고정핀 설치,SB068,HBC-SB-068,DRY WALL,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0423,HBC-DT-0423,G/W 판넬설치,SB068,HBC-SB-068,DRY WALL,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0424,HBC-DT-0424,석고보드 설치,SB068,HBC-SB-068,DRY WALL,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0425,HBC-DT-0425,작업준비,SB069,HBC-SB-069,온돌 마루,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0426,HBC-DT-0426,"자재운반(L/C , E/V)",SB069,HBC-SB-069,온돌 마루,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0427,HBC-DT-0427,온돌마루 자재 분류,SB069,HBC-SB-069,온돌 마루,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0428,HBC-DT-0428,온돌마루 재단,SB069,HBC-SB-069,온돌 마루,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0429,HBC-DT-0429,접착제 도포,SB069,HBC-SB-069,온돌 마루,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0430,HBC-DT-0430,마루판 설치,SB069,HBC-SB-069,온돌 마루,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0431,HBC-DT-0431,보양작업,SB069,HBC-SB-069,온돌 마루,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0432,HBC-DT-0432,정리정돈,SB069,HBC-SB-069,온돌 마루,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0433,HBC-DT-0433,자재반입 및 하차,SB070,HBC-SB-070,도배,MJ009,HBC-MJ-009,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0434,HBC-DT-0434,퍼티 작업,SB070,HBC-SB-070,도배,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0435,HBC-DT-0435,풀교반 및 도배지 풀칠,SB070,HBC-SB-070,도배,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0436,HBC-DT-0436,초배지 바르기,SB070,HBC-SB-070,도배,MJ009,HBC-MJ-009,4,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0437,HBC-DT-0437,정배지 바르기,SB070,HBC-SB-070,도배,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0438,HBC-DT-0438,보양 작업,SB070,HBC-SB-070,도배,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0439,HBC-DT-0439,정리정돈 및 작업종료,SB070,HBC-SB-070,도배,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0440,HBC-DT-0440,작업준비,SB071,HBC-SB-071,외부 로프,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0441,HBC-DT-0441,작업로프 내리기,SB071,HBC-SB-071,외부 로프,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0442,HBC-DT-0442,달비계 설치,SB071,HBC-SB-071,외부 로프,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0443,HBC-DT-0443,탑승,SB071,HBC-SB-071,외부 로프,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0444,HBC-DT-0444,작업통 걸기,SB071,HBC-SB-071,외부 로프,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0445,HBC-DT-0445,작업(하강 및 이동),SB071,HBC-SB-071,외부 로프,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0446,HBC-DT-0446,작업종료 로프회수,SB071,HBC-SB-071,외부 로프,MJ009,HBC-MJ-009,1,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0447,HBC-DT-0447,현장 자재반입 및 하역,SB072,HBC-SB-072,금속 기와,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0448,HBC-DT-0448,자재인양,SB072,HBC-SB-072,금속 기와,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0449,HBC-DT-0449,주각부 앙카설치,SB072,HBC-SB-072,금속 기와,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0450,HBC-DT-0450,"철골 트러스 제작, 설치",SB072,HBC-SB-072,금속 기와,MJ009,HBC-MJ-009,3,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0451,HBC-DT-0451,금속기와 설치,SB072,HBC-SB-072,금속 기와,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
DT0452,HBC-DT-0452,금속기와 후레싱 설치,SB072,HBC-SB-072,금속 기와,MJ009,HBC-MJ-009,2,PENDING_VERIFY,PENDING_VERIFY,복합키 기반 내부코드. ERP 미코드화 시 중공종까지만 등록
